Entry ID,Source Organism,Accession Code(s)
,Homo sapiens,Q9P0M9
,Homo sapiens,Q13084
,Homo sapiens,Q9HD33
,Homo sapiens,Q8TCC3
,Homo sapiens,Q9BYC8
,Homo sapiens,O75394
,Homo sapiens,Q9NZE8
,Homo sapiens,Q9P0J6
,Homo sapiens,Q9BZE1
,Homo sapiens,Q96DV4
,Homo sapiens,Q9NYK5
,Homo sapiens,Q9NQ50
,Homo sapiens,Q8N983
,Homo sapiens,Q9H9J2
,Homo sapiens,Q9H2W6
,Homo sapiens,Q96GC5
,Homo sapiens,Q13405
,Homo sapiens,Q8N5N7
,Homo sapiens,Q4U2R6
,Homo sapiens,Q86TS9
,Homo sapiens,Q9BQC6
,Homo sapiens,Q14197
,Homo sapiens,Q9NP92
,Homo sapiens,Q9UI43
,Homo sapiens,Q96CB9
,Homo sapiens,Q7Z6M4
,Homo sapiens,L0R8F8
,Homo sapiens,P52815
,Homo sapiens,O14561
,Homo sapiens,Q9P015
,Homo sapiens,Q9BYC9
,Homo sapiens,Q16540
,Homo sapiens,Q9Y6G3
,Homo sapiens,Q9BQ48
,Homo sapiens,Q8IXM3
,Homo sapiens,Q9BRJ2
,Homo sapiens,Q96EL3
,Homo sapiens,Q6P161
,Homo sapiens,Q7Z7F7
,Homo sapiens,P09001
,Homo sapiens,Q8TAE8
,Homo sapiens,Q9NVS2
,Homo sapiens,Q96EH3
,Homo sapiens,
7O9W,Homo sapiens,P08183
,Mus musculus,
,Mus musculus,
7OAT,Homo sapiens,Q9BZE9
,Homo sapiens,P55072
,Homo sapiens,Q9H867
7OB9,Homo sapiens,O95602
,Homo sapiens,P0DPB6
,Homo sapiens,P53803
,Homo sapiens,O15446
,Homo sapiens,Q9GZS1
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,Q9H9Y6
,Homo sapiens,O15160
,Homo sapiens,P19388
,Homo sapiens,P61218
,Homo sapiens,Q3B726
,Homo sapiens,P52434
,Homo sapiens,Q9P1U0
,Homo sapiens,P62875
7OBA,Homo sapiens,O95602
,Homo sapiens,P0DPB6
,Homo sapiens,P53803
,Homo sapiens,Q9GZS1
,Homo sapiens,O15446
,Homo sapiens,Q9NYV6
,Homo sapiens,Q9H9Y6
,Homo sapiens,O15160
,Homo sapiens,P19388
,Homo sapiens,P61218
,Homo sapiens,Q3B726
,Homo sapiens,P52434
,Homo sapiens,Q9P1U0
,Homo sapiens,P62875
7OBB,Homo sapiens,O95602
,Homo sapiens,P0DPB6
,Homo sapiens,P53803
,Homo sapiens,Q9GZS1
,Homo sapiens,O15446
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,Q9H9Y6
,Homo sapiens,O15160
,Homo sapiens,P19388
,Homo sapiens,P61218
,Homo sapiens,Q3B726
,Homo sapiens,P52434
,Homo sapiens,Q9P1U0
,Homo sapiens,P62875
7ODR,Homo sapiens,Q96EH3
,Homo sapiens,L0R8F8
,Homo sapiens,O14561
,Homo sapiens,Q96CB9
,Homo sapiens,Q9BYC8
,Homo sapiens,O75394
,Homo sapiens,Q9BQ48
,Homo sapiens,Q9NZE8
,Homo sapiens,Q9P0J6
,Homo sapiens,Q9BZE1
,Homo sapiens,Q96DV4
,Homo sapiens,Q9NYK5
,Homo sapiens,
,Homo sapiens,Q5T653
,Homo sapiens,Q9BYD3
,Homo sapiens,Q9Y3B7
,Homo sapiens,Q9BYD1
,Homo sapiens,Q9NX20
,Homo sapiens,Q9H0U6
,Homo sapiens,P49406
,Homo sapiens,Q9BYC9
,Homo sapiens,Q7Z2W9
,Homo sapiens,Q16540
,Homo sapiens,Q96A35
,Homo sapiens,Q9P0M9
,Homo sapiens,Q13084
,Homo sapiens,Q8TCC3
,Homo sapiens,Q8N983
,Homo sapiens,Q9H9J2
,Homo sapiens,Q9H2W6
,Homo sapiens,Q13405
,Homo sapiens,Q4U2R6
,Homo sapiens,Q86TS9
,Homo sapiens,Q96EL3
,Homo sapiens,Q7Z7F7
,Homo sapiens,Q9BQC6
,Homo sapiens,Q9NQ50
,Homo sapiens,Q8IXM3
,Homo sapiens,
,Homo sapiens,P09001
,Homo sapiens,Q9BYD2
,Homo sapiens,Q7Z7H8
,Homo sapiens,Q6P1L8
,Homo sapiens,Q9P015
,Homo sapiens,Q9NRX2
,Homo sapiens,Q9NWU5
,Homo sapiens,Q9HD33
,Homo sapiens,Q9Y6G3
,Homo sapiens,Q9BRJ2
,Homo sapiens,Q96GC5
,Homo sapiens,Q8N5N7
,Homo sapiens,Q7Z6M4
,Homo sapiens,Q6P161
,Homo sapiens,Q14197
,Homo sapiens,Q8TAE8
,Homo sapiens,Q9NVS2
,Homo sapiens,Q9NP92
7ODS,Homo sapiens,Q96EH3
,Homo sapiens,O14561
,Homo sapiens,Q7Z6M4
,Homo sapiens,Q9BYC8
,Homo sapiens,O75394
,Homo sapiens,Q9BZE1
,Homo sapiens,Q96DV4
,Homo sapiens,Q9NYK5
,Homo sapiens,
,Homo sapiens,Q5T653
,Homo sapiens,P09001
,Homo sapiens,Q9BYD3
,Homo sapiens,Q9BYD2
,Homo sapiens,Q7Z7H8
,Homo sapiens,Q9Y3B7
,Homo sapiens,Q9BYD1
,Homo sapiens,Q6P1L8
,Homo sapiens,Q9NX20
,Homo sapiens,Q9H0U6
,Homo sapiens,P49406
,Homo sapiens,Q7Z2W9
,Homo sapiens,Q9NWU5
,Homo sapiens,Q16540
,Homo sapiens,Q96A35
,Homo sapiens,Q13084
,Homo sapiens,Q8TCC3
,Homo sapiens,Q9Y6G3
,Homo sapiens,Q8N983
,Homo sapiens,Q9H9J2
,Homo sapiens,Q9BRJ2
,Homo sapiens,Q9H2W6
,Homo sapiens,Q13405
,Homo sapiens,Q4U2R6
,Homo sapiens,Q86TS9
,Homo sapiens,Q96EL3
,Homo sapiens,Q7Z7F7
,Homo sapiens,Q9BQC6
,Homo sapiens,Q14197
,Homo sapiens,Q8TAE8
,Homo sapiens,Q9NP92
,Homo sapiens,Q9NZE8
,Homo sapiens,Q9P0J6
,Homo sapiens,Q9NQ50
,Homo sapiens,Q8IXM3
,Homo sapiens,
,Homo sapiens,L0R8F8
,Homo sapiens,Q9P015
,Homo sapiens,Q9NRX2
,Homo sapiens,Q9BYC9
,Homo sapiens,Q9P0M9
,Homo sapiens,Q9HD33
,Homo sapiens,Q96CB9
,Homo sapiens,Q96GC5
,Homo sapiens,Q8N5N7
,Homo sapiens,Q6P161
,Homo sapiens,Q9NVS2
,Homo sapiens,Q9UI43
,Homo sapiens,Q9BQ48
7ODT,Homo sapiens,Q96EH3
,Homo sapiens,L0R8F8
,Homo sapiens,O14561
,Homo sapiens,Q7Z6M4
,Homo sapiens,O75394
,Homo sapiens,Q9BQ48
,Homo sapiens,Q9NZE8
,Homo sapiens,Q9P0J6
,Homo sapiens,Q9BZE1
,Homo sapiens,Q8IXM3
,Homo sapiens,Q5T653
,Homo sapiens,P09001
,Homo sapiens,Q9BYD3
,Homo sapiens,Q9Y3B7
,Homo sapiens,Q6P1L8
,Homo sapiens,Q9P015
,Homo sapiens,Q9NRX2
,Homo sapiens,P49406
,Homo sapiens,Q9BYC9
,Homo sapiens,Q7Z2W9
,Homo sapiens,Q9NWU5
,Homo sapiens,Q16540
,Homo sapiens,Q96A35
,Homo sapiens,Q9HD33
,Homo sapiens,Q8TCC3
,Homo sapiens,Q9Y6G3
,Homo sapiens,Q8N983
,Homo sapiens,Q9H9J2
,Homo sapiens,Q9BRJ2
,Homo sapiens,Q9H2W6
,Homo sapiens,Q96GC5
,Homo sapiens,Q13405
,Homo sapiens,Q8N5N7
,Homo sapiens,Q4U2R6
,Homo sapiens,Q86TS9
,Homo sapiens,Q96EL3
,Homo sapiens,Q6P161
,Homo sapiens,Q9BQC6
,Homo sapiens,Q14197
,Homo sapiens,Q8TAE8
,Homo sapiens,Q9NVS2
,Homo sapiens,Q9NP92
,Homo sapiens,Q9H4K7
,Homo sapiens,Q96DV4
,Homo sapiens,Q9NYK5
,Homo sapiens,Q9NQ50
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,Q9BYD2
,Homo sapiens,Q7Z7H8
,Homo sapiens,Q9BYD1
,Homo sapiens,Q9NX20
,Homo sapiens,Q9H0U6
,Homo sapiens,Q9P0M9
,Homo sapiens,Q13084
,Homo sapiens,Q96CB9
,Homo sapiens,Q7Z7F7
,Homo sapiens,Q9BYC8
7OF0,Homo sapiens,O75394
,Homo sapiens,Q9NZE8
,Homo sapiens,Q9P0J6
,Homo sapiens,Q9BZE1
,Homo sapiens,Q96DV4
,Homo sapiens,Q9NYK5
,Homo sapiens,Q8IXM3
,Homo sapiens,
,Homo sapiens,Q96CB9
,Homo sapiens,Q5T653
,Homo sapiens,Q9BYD3
,Homo sapiens,Q9BYD2
,Homo sapiens,Q7Z7H8
,Homo sapiens,Q9BYD1
,Homo sapiens,Q6P1L8
,Homo sapiens,Q9P015
,Homo sapiens,Q9NX20
,Homo sapiens,Q9NRX2
,Homo sapiens,Q9H0U6
,Homo sapiens,Q9BYC9
,Homo sapiens,Q7Z2W9
,Homo sapiens,Q9NWU5
,Homo sapiens,Q96A35
,Homo sapiens,Q9P0M9
,Homo sapiens,Q13084
,Homo sapiens,Q9Y6G3
,Homo sapiens,Q8N983
,Homo sapiens,Q9H9J2
,Homo sapiens,Q9BRJ2
,Homo sapiens,Q9H2W6
,Homo sapiens,Q13405
,Homo sapiens,Q8N5N7
,Homo sapiens,Q86TS9
,Homo sapiens,Q8TAE8
,Homo sapiens,Q9NVS2
,Homo sapiens,Q9NP92
,Homo sapiens,Q96EH3
,Homo sapiens,L0R8F8
,Homo sapiens,O14561
,Homo sapiens,Q9BYC8
,Homo sapiens,1025814679
,Homo sapiens,P09001
,Homo sapiens,Q7Z6M4
,Homo sapiens,Q9Y3B7
,Homo sapiens,P49406
,Homo sapiens,Q9BQ48
,Homo sapiens,Q16540
,Homo sapiens,Q9HD33
,Homo sapiens,Q8TCC3
,Homo sapiens,Q96GC5
,Homo sapiens,Q4U2R6
,Homo sapiens,Q96EL3
,Homo sapiens,Q7Z7F7
,Homo sapiens,Q9BQC6
,Homo sapiens,Q14197
,Homo sapiens,Q9NQ50
7OF2,Homo sapiens,O75394
,Homo sapiens,Q9BQ48
,Homo sapiens,Q9P0J6
,Homo sapiens,Q9BZE1
,Homo sapiens,Q96DV4
,Homo sapiens,Q9NYK5
,Homo sapiens,Q8IXM3
,Homo sapiens,
,Homo sapiens,O43824
,Homo sapiens,Q5T653
,Homo sapiens,P09001
,Homo sapiens,Q9BYD3
,Homo sapiens,Q9BYD2
,Homo sapiens,Q7Z7H8
,Homo sapiens,Q9BYD1
,Homo sapiens,Q9P015
,Homo sapiens,Q9NRX2
,Homo sapiens,Q9H0U6
,Homo sapiens,P49406
,Homo sapiens,Q7Z2W9
,Homo sapiens,Q9NWU5
,Homo sapiens,Q16540
,Homo sapiens,Q9P0M9
,Homo sapiens,Q13084
,Homo sapiens,Q9HD33
,Homo sapiens,Q8TCC3
,Homo sapiens,Q9Y6G3
,Homo sapiens,Q9H9J2
,Homo sapiens,Q9BRJ2
,Homo sapiens,Q9H2W6
,Homo sapiens,Q96GC5
,Homo sapiens,Q13405
,Homo sapiens,Q8N5N7
,Homo sapiens,Q4U2R6
,Homo sapiens,Q86TS9
,Homo sapiens,Q6P161
,Homo sapiens,Q7Z7F7
,Homo sapiens,Q14197
,Homo sapiens,Q8TAE8
,Homo sapiens,Q9NVS2
,Homo sapiens,Q96EH3
,Homo sapiens,O14561
,Homo sapiens,Q9BYC8
,Homo sapiens,1485738021
,Homo sapiens,Q9Y3B7
,Homo sapiens,Q6P1L8
,Homo sapiens,Q9NX20
,Homo sapiens,Q9BYC9
,Homo sapiens,Q96A35
,Homo sapiens,Q8N983
,Homo sapiens,Q9NZE8
,Homo sapiens,Q96EL3
,Homo sapiens,Q9BQC6
,Homo sapiens,Q9NP92
,Homo sapiens,L0R8F8
,Homo sapiens,Q9NQ50
7OF3,Homo sapiens,Q9BYC8
,Homo sapiens,O75394
,Homo sapiens,Q9BQ48
,Homo sapiens,Q9NZE8
,Homo sapiens,Q9BZE1
,Homo sapiens,Q9NQ50
,Homo sapiens,P09001
,Homo sapiens,Q9BYD3
,Homo sapiens,Q7Z6M4
,Homo sapiens,Q9BYD2
,Homo sapiens,Q9Y3B7
,Homo sapiens,Q9BYD1
,Homo sapiens,Q9NX20
,Homo sapiens,Q9NRX2
,Homo sapiens,Q9H0U6
,Homo sapiens,P49406
,Homo sapiens,Q7Z2W9
,Homo sapiens,Q9NWU5
,Homo sapiens,Q16540
,Homo sapiens,Q9P0M9
,Homo sapiens,Q13084
,Homo sapiens,Q9HD33
,Homo sapiens,Q8TCC3
,Homo sapiens,Q8N983
,Homo sapiens,Q9H2W6
,Homo sapiens,Q96GC5
,Homo sapiens,Q13405
,Homo sapiens,Q4U2R6
,Homo sapiens,Q96EL3
,Homo sapiens,Q7Z7F7
,Homo sapiens,Q9BQC6
,Homo sapiens,Q14197
,Homo sapiens,Q8TAE8
,Homo sapiens,Q96EH3
,Homo sapiens,O14561
,Homo sapiens,Q8IXM3
,Homo sapiens,1025814679
,Homo sapiens,1485738021
,Homo sapiens,Q96CB9
,Homo sapiens,Q5T653
,Homo sapiens,Q7Z7H8
,Homo sapiens,Q6P1L8
,Homo sapiens,Q9P015
,Homo sapiens,Q9BYC9
,Homo sapiens,Q96A35
,Homo sapiens,Q9Y6G3
,Homo sapiens,Q9H9J2
,Homo sapiens,Q9BRJ2
,Homo sapiens,Q8N5N7
,Homo sapiens,Q86TS9
,Homo sapiens,Q9P0J6
,Homo sapiens,Q9NVS2
,Homo sapiens,Q9NP92
,Homo sapiens,L0R8F8
,Homo sapiens,Q96DV4
,Homo sapiens,Q9NYK5
7OF4,Homo sapiens,Q9BYC8
,Homo sapiens,O75394
,Homo sapiens,Q9BQ48
,Homo sapiens,Q9NZE8
,Homo sapiens,Q9P0J6
,Homo sapiens,Q9BZE1
,Homo sapiens,Q9NYK5
,Homo sapiens,Q9NQ50
,Homo sapiens,Q8IXM3
,Homo sapiens,P09001
,Homo sapiens,Q9BYD3
,Homo sapiens,Q9BYD2
,Homo sapiens,Q9Y3B7
,Homo sapiens,Q9BYD1
,Homo sapiens,Q9H0U6
,Homo sapiens,P49406
,Homo sapiens,Q9BYC9
,Homo sapiens,Q7Z2W9
,Homo sapiens,Q16540
,Homo sapiens,Q9P0M9
,Homo sapiens,Q13084
,Homo sapiens,Q8TCC3
,Homo sapiens,Q8N983
,Homo sapiens,Q9H9J2
,Homo sapiens,Q9BRJ2
,Homo sapiens,Q9H2W6
,Homo sapiens,Q13405
,Homo sapiens,Q8N5N7
,Homo sapiens,Q4U2R6
,Homo sapiens,Q86TS9
,Homo sapiens,Q96EL3
,Homo sapiens,Q6P161
,Homo sapiens,Q7Z7F7
,Homo sapiens,Q9BQC6
,Homo sapiens,Q14197
,Homo sapiens,Q8TAE8
,Homo sapiens,Q9NVS2
,Homo sapiens,Q9NP92
,Homo sapiens,
,Homo sapiens,1485738021
,Homo sapiens,O43824
,Homo sapiens,Q5T653
,Homo sapiens,Q7Z7H8
,Homo sapiens,Q6P1L8
,Homo sapiens,Q9P015
,Homo sapiens,Q9NX20
,Homo sapiens,Q9NRX2
,Homo sapiens,Q9NWU5
,Homo sapiens,Q96A35
,Homo sapiens,Q9HD33
,Homo sapiens,Q9Y6G3
,Homo sapiens,Q96GC5
,Homo sapiens,Q96DV4
7OF5,Homo sapiens,Q9BYC8
,Homo sapiens,O75394
,Homo sapiens,Q9BQ48
,Homo sapiens,Q9P0J6
,Homo sapiens,Q9NYK5
,Homo sapiens,Q9NQ50
,Homo sapiens,Q8IXM3
,Homo sapiens,
,Homo sapiens,1485738021
,Homo sapiens,Q96CB9
,Homo sapiens,Q5T653
,Homo sapiens,P09001
,Homo sapiens,Q9BYD3
,Homo sapiens,Q7Z6M4
,Homo sapiens,Q9BYD2
,Homo sapiens,Q7Z7H8
,Homo sapiens,Q9Y3B7
,Homo sapiens,Q9BYD1
,Homo sapiens,Q6P1L8
,Homo sapiens,Q9NRX2
,Homo sapiens,Q9H0U6
,Homo sapiens,P49406
,Homo sapiens,Q9BYC9
,Homo sapiens,Q7Z2W9
,Homo sapiens,Q9NWU5
,Homo sapiens,Q16540
,Homo sapiens,Q96A35
,Homo sapiens,Q9P0M9
,Homo sapiens,Q9Y6G3
,Homo sapiens,Q9H9J2
,Homo sapiens,Q9BRJ2
,Homo sapiens,Q9H2W6
,Homo sapiens,Q96GC5
,Homo sapiens,Q13405
,Homo sapiens,Q8N5N7
,Homo sapiens,Q86TS9
,Homo sapiens,Q96EL3
,Homo sapiens,Q7Z7F7
,Homo sapiens,Q9BQC6
,Homo sapiens,Q14197
,Homo sapiens,Q9NP92
,Homo sapiens,Q96EH3
,Homo sapiens,L0R8F8
,Homo sapiens,O14561
,Homo sapiens,Q9P015
,Homo sapiens,Q9NX20
,Homo sapiens,Q13084
,Homo sapiens,Q9HD33
,Homo sapiens,Q8TCC3
,Homo sapiens,Q8N983
,Homo sapiens,Q9NZE8
,Homo sapiens,Q4U2R6
,Homo sapiens,Q8TAE8
,Homo sapiens,Q9NVS2
,Homo sapiens,Q9H4K7
,Homo sapiens,Q9BZE1
,Homo sapiens,Q96DV4
7OF6,Homo sapiens,Q9BYC8
,Homo sapiens,Q9BQ48
,Homo sapiens,Q9NZE8
,Homo sapiens,Q9P0J6
,Homo sapiens,Q9BZE1
,Homo sapiens,Q96DV4
,Homo sapiens,Q9NYK5
,Homo sapiens,Q9NQ50
,Homo sapiens,1025814679
,Homo sapiens,1485738021
,Homo sapiens,O43824
,Homo sapiens,Q5T653
,Homo sapiens,P09001
,Homo sapiens,Q9BYD3
,Homo sapiens,Q9BYD2
,Homo sapiens,Q7Z7H8
,Homo sapiens,Q6P1L8
,Homo sapiens,Q9P015
,Homo sapiens,Q9NRX2
,Homo sapiens,P49406
,Homo sapiens,Q7Z2W9
,Homo sapiens,Q9NWU5
,Homo sapiens,Q16540
,Homo sapiens,Q96A35
,Homo sapiens,Q9P0M9
,Homo sapiens,Q9HD33
,Homo sapiens,Q9Y6G3
,Homo sapiens,Q8N983
,Homo sapiens,Q9H9J2
,Homo sapiens,Q9BRJ2
,Homo sapiens,Q9H2W6
,Homo sapiens,Q96GC5
,Homo sapiens,Q13405
,Homo sapiens,Q8N5N7
,Homo sapiens,Q4U2R6
,Homo sapiens,Q86TS9
,Homo sapiens,Q6P161
,Homo sapiens,Q9BQC6
,Homo sapiens,Q8TAE8
,Homo sapiens,Q9NP92
,Homo sapiens,Q8IXM3
,Homo sapiens,Q9Y3B7
,Homo sapiens,O75394
,Homo sapiens,Q9BYD1
,Homo sapiens,Q9NX20
,Homo sapiens,Q9H0U6
,Homo sapiens,Q9BYC9
,Homo sapiens,Q13084
,Homo sapiens,Q8TCC3
,Homo sapiens,Q96EL3
,Homo sapiens,Q7Z7F7
,Homo sapiens,Q14197
,Homo sapiens,Q9NVS2
7OF7,Homo sapiens,O75394
,Homo sapiens,Q9BQ48
,Homo sapiens,Q9NZE8
,Homo sapiens,Q9P0J6
,Homo sapiens,Q9BZE1
,Homo sapiens,Q96DV4
,Homo sapiens,Q9NYK5
,Homo sapiens,Q9NQ50
,Homo sapiens,Q8IXM3
,Homo sapiens,1025814679
,Homo sapiens,1485738021
,Homo sapiens,Q96CB9
,Homo sapiens,P09001
,Homo sapiens,Q7Z6M4
,Homo sapiens,Q9BYD2
,Homo sapiens,Q7Z7H8
,Homo sapiens,Q9Y3B7
,Homo sapiens,Q9BYD1
,Homo sapiens,Q9P015
,Homo sapiens,Q9NX20
,Homo sapiens,Q9NRX2
,Homo sapiens,Q9H0U6
,Homo sapiens,P49406
,Homo sapiens,Q9NWU5
,Homo sapiens,Q16540
,Homo sapiens,Q9P0M9
,Homo sapiens,Q8TCC3
,Homo sapiens,Q9Y6G3
,Homo sapiens,Q8N983
,Homo sapiens,Q9H9J2
,Homo sapiens,Q9BRJ2
,Homo sapiens,Q9H2W6
,Homo sapiens,Q96GC5
,Homo sapiens,Q8N5N7
,Homo sapiens,Q4U2R6
,Homo sapiens,Q86TS9
,Homo sapiens,Q96EL3
,Homo sapiens,Q9BQC6
,Homo sapiens,Q14197
,Homo sapiens,Q8TAE8
,Homo sapiens,Q9NVS2
,Homo sapiens,Q9NP92
,Homo sapiens,Q96EH3
,Homo sapiens,O14561
,Homo sapiens,Q9H4K7
,Homo sapiens,Q9BYC8
,Homo sapiens,Q5T653
,Homo sapiens,Q9BYD3
,Homo sapiens,Q6P1L8
,Homo sapiens,Q9BYC9
,Homo sapiens,Q7Z2W9
,Homo sapiens,Q96A35
,Homo sapiens,Q13084
,Homo sapiens,Q9HD33
,Homo sapiens,Q13405
,Homo sapiens,Q7Z7F7
,Homo sapiens,L0R8F8
7OG1,Rattus norvegicus,P18484
,Homo sapiens,P63010
,Rattus norvegicus,P84092
,Mus musculus,P62743
,Homo sapiens,Q0JRZ9
,Homo sapiens,
7OG4,Homo sapiens,Q9BYC8
,Homo sapiens,O75394
,Homo sapiens,Q9BQ48
,Homo sapiens,Q9P0J6
,Homo sapiens,Q9NYK5
,Homo sapiens,Q9NQ50
,Homo sapiens,Q8IXM3
,Homo sapiens,
,Homo sapiens,P82673
,Homo sapiens,Q96BP2
,Homo sapiens,Q9NWT8
,Homo sapiens,Q96EY7
,Homo sapiens,
,Homo sapiens,Q9Y399
,Homo sapiens,Q96EL2
,Homo sapiens,Q9Y2R9
,Homo sapiens,P82933
,Homo sapiens,O15235
,Homo sapiens,O60783
,Homo sapiens,P82914
,Homo sapiens,Q9Y3D3
,Homo sapiens,Q9Y676
,Homo sapiens,Q9Y3D5
,Homo sapiens,P82921
,Homo sapiens,P82650
,Homo sapiens,P82663
,Homo sapiens,Q9BYN8
,Homo sapiens,Q92552
,Homo sapiens,P51398
,Homo sapiens,
,Homo sapiens,Q5T653
,Homo sapiens,P09001
,Homo sapiens,Q9BYD2
,Homo sapiens,Q9Y3B7
,Homo sapiens,Q9BYD1
,Homo sapiens,Q6P1L8
,Homo sapiens,Q9NRX2
,Homo sapiens,P49406
,Homo sapiens,Q9BYC9
,Homo sapiens,Q7Z2W9
,Homo sapiens,Q16540
,Homo sapiens,Q96A35
,Homo sapiens,Q9P0M9
,Homo sapiens,Q13084
,Homo sapiens,Q9HD33
,Homo sapiens,Q8TCC3
,Homo sapiens,Q8N983
,Homo sapiens,Q9H9J2
,Homo sapiens,Q9BRJ2
,Homo sapiens,Q9H2W6
,Homo sapiens,Q96GC5
,Homo sapiens,Q13405
,Homo sapiens,Q86TS9
,Homo sapiens,Q96EL3
,Homo sapiens,Q6P161
,Homo sapiens,Q7Z7F7
,Homo sapiens,Q9BQC6
,Homo sapiens,Q8TAE8
,Homo sapiens,Q9NVS2
,Homo sapiens,
,Homo sapiens,Q9NP92
,Homo sapiens,P82930
,Homo sapiens,P82675
,Homo sapiens,P82932
,Homo sapiens,P82664
,Homo sapiens,P82912
,Homo sapiens,Q9Y2R5
,Homo sapiens,Q9Y3D9
,Homo sapiens,Q9Y2Q9
,Homo sapiens,Q9NZE8
,Homo sapiens,Q92665
,Homo sapiens,Q9Y291
,Homo sapiens,Q9BYD3
,Homo sapiens,Q7Z7H8
,Homo sapiens,Q9P015
,Homo sapiens,Q9NX20
,Homo sapiens,Q9H0U6
,Homo sapiens,Q9NWU5
,Homo sapiens,Q9BZE1
,Homo sapiens,Q9Y6G3
,Homo sapiens,Q96DV4
,Homo sapiens,Q8N5N7
,Homo sapiens,Q4U2R6
,Homo sapiens,Q14197
,Homo sapiens,P52815
7OH0,Clostridium tetani,P04958
,Homo sapiens,
,Homo sapiens,
7OH1,Clostridium tetani,P04958
,Homo sapiens,
,Homo sapiens,
7OHO,Rattus norvegicus,P18484
,Homo sapiens,"P63010, Q0JRZ9"
,Rattus norvegicus,P84092
,Mus musculus,P62743
7OI6,Homo sapiens,P09001
,Homo sapiens,Q9BYD3
,Homo sapiens,Q9BYD1
,Homo sapiens,Q9P015
,Homo sapiens,Q9NRX2
,Homo sapiens,Q9BYC9
,Homo sapiens,Q9NWU5
,Homo sapiens,Q16540
,Homo sapiens,Q8TCC3
,Homo sapiens,Q9BYC8
,Homo sapiens,Q9BQ48
,Homo sapiens,Q9BZE1
,Homo sapiens,Q8IXM3
,Homo sapiens,Q9H9J2
,Homo sapiens,Q9BRJ2
,Homo sapiens,Q4U2R6
,Homo sapiens,Q86TS9
,Homo sapiens,Q9NVS2
,Homo sapiens,Q9NP92
,Homo sapiens,Q96EH3
,Homo sapiens,L0R8F8
,Homo sapiens,O14561
,Homo sapiens,1025814679
,Homo sapiens,Q9NUL7
,Homo sapiens,Q9Y3B7
,Homo sapiens,Q96EL3
,Homo sapiens,Q5T653
,Homo sapiens,P49406
,Homo sapiens,Q7Z2W9
,Homo sapiens,Q96A35
,Homo sapiens,Q13084
,Homo sapiens,Q9HD33
,Homo sapiens,Q9NYK5
,Homo sapiens,Q9Y6G3
,Homo sapiens,Q8N983
,Homo sapiens,Q13405
,Homo sapiens,Q8N5N7
,Homo sapiens,Q9BQC6
,Homo sapiens,Q14197
,Homo sapiens,Q8TAE8
,Homo sapiens,Q9BYD2
,Homo sapiens,A4D1E9
,Homo sapiens,Q9HC36
,Homo sapiens,1485738021
,Homo sapiens,Q9H0U6
,Homo sapiens,Q9P0M9
,Homo sapiens,Q96DV4
,Homo sapiens,Q7Z7H8
,Homo sapiens,Q6P161
,Homo sapiens,Q6P1L8
,Homo sapiens,Q9NX20
7OI7,Homo sapiens,Q5T653
,Homo sapiens,Q9NX20
,Homo sapiens,Q9NRX2
,Homo sapiens,Q9H0U6
,Homo sapiens,P49406
,Homo sapiens,Q9BYC9
,Homo sapiens,Q7Z2W9
,Homo sapiens,Q9NWU5
,Homo sapiens,Q16540
,Homo sapiens,Q96A35
,Homo sapiens,Q9P0M9
,Homo sapiens,P09001
,Homo sapiens,Q13084
,Homo sapiens,Q9HD33
,Homo sapiens,Q8TCC3
,Homo sapiens,Q9BYC8
,Homo sapiens,O75394
,Homo sapiens,Q9BQ48
,Homo sapiens,Q9NZE8
,Homo sapiens,Q9BZE1
,Homo sapiens,Q96DV4
,Homo sapiens,Q9NYK5
,Homo sapiens,Q9BYD3
,Homo sapiens,Q9NQ50
,Homo sapiens,Q8IXM3
,Homo sapiens,Q9Y6G3
,Homo sapiens,Q8N983
,Homo sapiens,Q9H9J2
,Homo sapiens,Q9BRJ2
,Homo sapiens,Q9H2W6
,Homo sapiens,Q96GC5
,Homo sapiens,Q13405
,Homo sapiens,Q8N5N7
,Homo sapiens,Q9BYD2
,Homo sapiens,Q4U2R6
,Homo sapiens,Q86TS9
,Homo sapiens,Q96EL3
,Homo sapiens,Q6P161
,Homo sapiens,Q7Z7F7
,Homo sapiens,Q9BQC6
,Homo sapiens,Q14197
,Homo sapiens,Q8TAE8
,Homo sapiens,Q9NVS2
,Homo sapiens,Q9NP92
,Homo sapiens,Q7Z7H8
,Homo sapiens,Q96EH3
,Homo sapiens,L0R8F8
,Homo sapiens,O14561
,Homo sapiens,1025814679
,Homo sapiens,1485738021
,Homo sapiens,Q9Y3B7
,Homo sapiens,Q9BYD1
,Homo sapiens,Q6P1L8
,Homo sapiens,Q9P015
7OI8,Homo sapiens,Q9BZE1
,Homo sapiens,Q5T653
,Homo sapiens,Q9NX20
,Homo sapiens,Q9NRX2
,Homo sapiens,Q9H0U6
,Homo sapiens,P49406
,Homo sapiens,Q9BYC9
,Homo sapiens,Q7Z2W9
,Homo sapiens,Q9NWU5
,Homo sapiens,Q16540
,Homo sapiens,Q96A35
,Homo sapiens,Q9P0M9
,Homo sapiens,P09001
,Homo sapiens,Q13084
